Upper tier local authorities Code,Upper tier local authorities,Age (86 categories) Code,Age (86 categories),Ethnic group (8 categories) Code,Ethnic group (8 categories),Sex (2 categories) Code,Sex (2 categories),Observation
E09000023,Lewisham,21,Aged 21 years,7,Other ethnic group,1,Female,88
E09000023,Lewisham,21,Aged 21 years,7,Other ethnic group,2,Male,96
E09000023,Lewisham,22,Aged 22 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,22,Aged 22 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",1,Female,192
E09000023,Lewisham,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",2,Male,137
E09000023,Lewisham,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,523
E09000023,Lewisham,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,548
E09000023,Lewisham,22,Aged 22 years,3,Mixed or Multiple ethnic groups,1,Female,223
E09000023,Lewisham,22,Aged 22 years,3,Mixed or Multiple ethnic groups,2,Male,165
E09000023,Lewisham,22,Aged 22 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,620
E09000023,Lewisham,22,Aged 22 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,509
E09000023,Lewisham,22,Aged 22 years,5,White: Irish,1,Female,14
E09000023,Lewisham,22,Aged 22 years,5,White: Irish,2,Male,12
E09000023,Lewisham,22,Aged 22 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,234
E09000023,Lewisham,22,Aged 22 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,181
E09000023,Lewisham,22,Aged 22 years,7,Other ethnic group,1,Female,92
E09000023,Lewisham,22,Aged 22 years,7,Other ethnic group,2,Male,81
E09000023,Lewisham,23,Aged 23 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,23,Aged 23 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",1,Female,252
E09000023,Lewisham,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",2,Male,173
E09000023,Lewisham,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,622
E09000023,Lewisham,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,589
E09000023,Lewisham,23,Aged 23 years,3,Mixed or Multiple ethnic groups,1,Female,230
E09000023,Lewisham,23,Aged 23 years,3,Mixed or Multiple ethnic groups,2,Male,189
E09000023,Lewisham,23,Aged 23 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,747
E09000023,Lewisham,23,Aged 23 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,638
E09000023,Lewisham,23,Aged 23 years,5,White: Irish,1,Female,22
E09000023,Lewisham,23,Aged 23 years,5,White: Irish,2,Male,9
E09000023,Lewisham,23,Aged 23 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,305
E09000023,Lewisham,23,Aged 23 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,220
E09000023,Lewisham,23,Aged 23 years,7,Other ethnic group,1,Female,103
E09000023,Lewisham,23,Aged 23 years,7,Other ethnic group,2,Male,88
E09000023,Lewisham,24,Aged 24 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,24,Aged 24 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",1,Female,253
E09000023,Lewisham,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",2,Male,178
E09000023,Lewisham,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,633
E09000023,Lewisham,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,608
E09000023,Lewisham,24,Aged 24 years,3,Mixed or Multiple ethnic groups,1,Female,230
E09000023,Lewisham,24,Aged 24 years,3,Mixed or Multiple ethnic groups,2,Male,187
E09000023,Lewisham,24,Aged 24 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,851
E09000023,Lewisham,24,Aged 24 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,800
E09000023,Lewisham,24,Aged 24 years,5,White: Irish,1,Female,19
E09000023,Lewisham,24,Aged 24 years,5,White: Irish,2,Male,23
E09000023,Lewisham,24,Aged 24 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,335
E09000023,Lewisham,24,Aged 24 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,233
E09000023,Lewisham,24,Aged 24 years,7,Other ethnic group,1,Female,98
E09000023,Lewisham,24,Aged 24 years,7,Other ethnic group,2,Male,88
E09000023,Lewisham,25,Aged 25 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,25,Aged 25 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",1,Female,253
E09000023,Lewisham,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",2,Male,169
E09000023,Lewisham,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,657
E09000023,Lewisham,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,594
E09000023,Lewisham,25,Aged 25 years,3,Mixed or Multiple ethnic groups,1,Female,233
E09000023,Lewisham,25,Aged 25 years,3,Mixed or Multiple ethnic groups,2,Male,168
E09000023,Lewisham,25,Aged 25 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,911
E09000023,Lewisham,25,Aged 25 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,875
E09000023,Lewisham,25,Aged 25 years,5,White: Irish,1,Female,27
E09000023,Lewisham,25,Aged 25 years,5,White: Irish,2,Male,21
E09000023,Lewisham,25,Aged 25 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,427
E09000023,Lewisham,25,Aged 25 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,277
E09000023,Lewisham,25,Aged 25 years,7,Other ethnic group,1,Female,160
E09000023,Lewisham,25,Aged 25 years,7,Other ethnic group,2,Male,120
E09000023,Lewisham,26,Aged 26 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,26,Aged 26 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",1,Female,259
E09000023,Lewisham,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",2,Male,193
E09000023,Lewisham,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,673
E09000023,Lewisham,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,510
E09000023,Lewisham,26,Aged 26 years,3,Mixed or Multiple ethnic groups,1,Female,285
E09000023,Lewisham,26,Aged 26 years,3,Mixed or Multiple ethnic groups,2,Male,198
E09000023,Lewisham,26,Aged 26 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1033
E09000023,Lewisham,26,Aged 26 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1008
E09000023,Lewisham,26,Aged 26 years,5,White: Irish,1,Female,40
E09000023,Lewisham,26,Aged 26 years,5,White: Irish,2,Male,35
E09000023,Lewisham,26,Aged 26 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,418
E09000023,Lewisham,26,Aged 26 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,272
E09000023,Lewisham,26,Aged 26 years,7,Other ethnic group,1,Female,119
E09000023,Lewisham,26,Aged 26 years,7,Other ethnic group,2,Male,104
E09000023,Lewisham,27,Aged 27 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,27,Aged 27 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",1,Female,279
E09000023,Lewisham,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",2,Male,189
E09000023,Lewisham,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,704
E09000023,Lewisham,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,584
E09000023,Lewisham,27,Aged 27 years,3,Mixed or Multiple ethnic groups,1,Female,240
E09000023,Lewisham,27,Aged 27 years,3,Mixed or Multiple ethnic groups,2,Male,222
E09000023,Lewisham,27,Aged 27 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1067
E09000023,Lewisham,27,Aged 27 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1015
E09000023,Lewisham,27,Aged 27 years,5,White: Irish,1,Female,34
E09000023,Lewisham,27,Aged 27 years,5,White: Irish,2,Male,43
E09000023,Lewisham,27,Aged 27 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,496
E09000023,Lewisham,27,Aged 27 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,359
E09000023,Lewisham,27,Aged 27 years,7,Other ethnic group,1,Female,157
E09000023,Lewisham,27,Aged 27 years,7,Other ethnic group,2,Male,118
E09000023,Lewisham,28,Aged 28 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,28,Aged 28 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",1,Female,329
E09000023,Lewisham,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",2,Male,221
E09000023,Lewisham,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,645
E09000023,Lewisham,28,Aged 28 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,504
E09000023,Lewisham,28,Aged 28 years,3,Mixed or Multiple ethnic groups,1,Female,277
E09000023,Lewisham,28,Aged 28 years,3,Mixed or Multiple ethnic groups,2,Male,190
E09000023,Lewisham,28,Aged 28 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1263
E09000023,Lewisham,28,Aged 28 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1212
E09000023,Lewisham,28,Aged 28 years,5,White: Irish,1,Female,60
E09000023,Lewisham,28,Aged 28 years,5,White: Irish,2,Male,42
E09000023,Lewisham,28,Aged 28 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,526
E09000023,Lewisham,28,Aged 28 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,415
E09000023,Lewisham,28,Aged 28 years,7,Other ethnic group,1,Female,170
E09000023,Lewisham,28,Aged 28 years,7,Other ethnic group,2,Male,118
E09000023,Lewisham,29,Aged 29 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,29,Aged 29 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",1,Female,309
E09000023,Lewisham,29,Aged 29 years,1,"Asian, Asian British or Asian Welsh",2,Male,282
E09000023,Lewisham,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,585
E09000023,Lewisham,29,Aged 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,506
E09000023,Lewisham,29,Aged 29 years,3,Mixed or Multiple ethnic groups,1,Female,292
E09000023,Lewisham,29,Aged 29 years,3,Mixed or Multiple ethnic groups,2,Male,201
E09000023,Lewisham,29,Aged 29 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1292
E09000023,Lewisham,29,Aged 29 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1296
E09000023,Lewisham,29,Aged 29 years,5,White: Irish,1,Female,43
E09000023,Lewisham,29,Aged 29 years,5,White: Irish,2,Male,46
E09000023,Lewisham,29,Aged 29 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,564
E09000023,Lewisham,29,Aged 29 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,406
E09000023,Lewisham,29,Aged 29 years,7,Other ethnic group,1,Female,131
E09000023,Lewisham,29,Aged 29 years,7,Other ethnic group,2,Male,114
E09000023,Lewisham,30,Aged 30 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,30,Aged 30 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",1,Female,313
E09000023,Lewisham,30,Aged 30 years,1,"Asian, Asian British or Asian Welsh",2,Male,280
E09000023,Lewisham,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,630
E09000023,Lewisham,30,Aged 30 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,404
E09000023,Lewisham,30,Aged 30 years,3,Mixed or Multiple ethnic groups,1,Female,254
E09000023,Lewisham,30,Aged 30 years,3,Mixed or Multiple ethnic groups,2,Male,182
E09000023,Lewisham,30,Aged 30 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1308
E09000023,Lewisham,30,Aged 30 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1362
E09000023,Lewisham,30,Aged 30 years,5,White: Irish,1,Female,55
E09000023,Lewisham,30,Aged 30 years,5,White: Irish,2,Male,47
E09000023,Lewisham,30,Aged 30 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,611
E09000023,Lewisham,30,Aged 30 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,511
E09000023,Lewisham,30,Aged 30 years,7,Other ethnic group,1,Female,128
E09000023,Lewisham,30,Aged 30 years,7,Other ethnic group,2,Male,110
E09000023,Lewisham,31,Aged 31 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,31,Aged 31 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,31,Aged 31 years,1,"Asian, Asian British or Asian Welsh",1,Female,358
E09000023,Lewisham,31,Aged 31 years,1,"Asian, Asian British or Asian Welsh",2,Male,288
E09000023,Lewisham,31,Aged 31 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,663
E09000023,Lewisham,31,Aged 31 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,460
E09000023,Lewisham,31,Aged 31 years,3,Mixed or Multiple ethnic groups,1,Female,237
E09000023,Lewisham,31,Aged 31 years,3,Mixed or Multiple ethnic groups,2,Male,176
E09000023,Lewisham,31,Aged 31 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1259
E09000023,Lewisham,31,Aged 31 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1269
E09000023,Lewisham,31,Aged 31 years,5,White: Irish,1,Female,48
E09000023,Lewisham,31,Aged 31 years,5,White: Irish,2,Male,44
E09000023,Lewisham,31,Aged 31 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,686
E09000023,Lewisham,31,Aged 31 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,491
E09000023,Lewisham,31,Aged 31 years,7,Other ethnic group,1,Female,139
E09000023,Lewisham,31,Aged 31 years,7,Other ethnic group,2,Male,102
E09000023,Lewisham,32,Aged 32 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,32,Aged 32 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,32,Aged 32 years,1,"Asian, Asian British or Asian Welsh",1,Female,339
E09000023,Lewisham,32,Aged 32 years,1,"Asian, Asian British or Asian Welsh",2,Male,281
E09000023,Lewisham,32,Aged 32 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,608
E09000023,Lewisham,32,Aged 32 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,550
E09000023,Lewisham,32,Aged 32 years,3,Mixed or Multiple ethnic groups,1,Female,267
E09000023,Lewisham,32,Aged 32 years,3,Mixed or Multiple ethnic groups,2,Male,161
E09000023,Lewisham,32,Aged 32 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1268
E09000023,Lewisham,32,Aged 32 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1252
E09000023,Lewisham,32,Aged 32 years,5,White: Irish,1,Female,56
E09000023,Lewisham,32,Aged 32 years,5,White: Irish,2,Male,40
E09000023,Lewisham,32,Aged 32 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,692
E09000023,Lewisham,32,Aged 32 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,614
E09000023,Lewisham,32,Aged 32 years,7,Other ethnic group,1,Female,153
E09000023,Lewisham,32,Aged 32 years,7,Other ethnic group,2,Male,117
E09000023,Lewisham,33,Aged 33 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,33,Aged 33 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,33,Aged 33 years,1,"Asian, Asian British or Asian Welsh",1,Female,334
E09000023,Lewisham,33,Aged 33 years,1,"Asian, Asian British or Asian Welsh",2,Male,259
E09000023,Lewisham,33,Aged 33 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,604
E09000023,Lewisham,33,Aged 33 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,469
E09000023,Lewisham,33,Aged 33 years,3,Mixed or Multiple ethnic groups,1,Female,236
E09000023,Lewisham,33,Aged 33 years,3,Mixed or Multiple ethnic groups,2,Male,177
E09000023,Lewisham,33,Aged 33 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1199
E09000023,Lewisham,33,Aged 33 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1252
E09000023,Lewisham,33,Aged 33 years,5,White: Irish,1,Female,47
E09000023,Lewisham,33,Aged 33 years,5,White: Irish,2,Male,71
E09000023,Lewisham,33,Aged 33 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,659
E09000023,Lewisham,33,Aged 33 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,469
E09000023,Lewisham,33,Aged 33 years,7,Other ethnic group,1,Female,167
E09000023,Lewisham,33,Aged 33 years,7,Other ethnic group,2,Male,118
E09000023,Lewisham,34,Aged 34 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,34,Aged 34 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,34,Aged 34 years,1,"Asian, Asian British or Asian Welsh",1,Female,317
E09000023,Lewisham,34,Aged 34 years,1,"Asian, Asian British or Asian Welsh",2,Male,220
E09000023,Lewisham,34,Aged 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,662
E09000023,Lewisham,34,Aged 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,392
E09000023,Lewisham,34,Aged 34 years,3,Mixed or Multiple ethnic groups,1,Female,204
E09000023,Lewisham,34,Aged 34 years,3,Mixed or Multiple ethnic groups,2,Male,161
E09000023,Lewisham,34,Aged 34 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1199
E09000023,Lewisham,34,Aged 34 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1148
E09000023,Lewisham,34,Aged 34 years,5,White: Irish,1,Female,50
E09000023,Lewisham,34,Aged 34 years,5,White: Irish,2,Male,55
E09000023,Lewisham,34,Aged 34 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,712
E09000023,Lewisham,34,Aged 34 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,570
E09000023,Lewisham,34,Aged 34 years,7,Other ethnic group,1,Female,164
E09000023,Lewisham,34,Aged 34 years,7,Other ethnic group,2,Male,119
E09000023,Lewisham,35,Aged 35 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,35,Aged 35 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,35,Aged 35 years,1,"Asian, Asian British or Asian Welsh",1,Female,365
E09000023,Lewisham,35,Aged 35 years,1,"Asian, Asian British or Asian Welsh",2,Male,252
E09000023,Lewisham,35,Aged 35 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,651
E09000023,Lewisham,35,Aged 35 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,509
E09000023,Lewisham,35,Aged 35 years,3,Mixed or Multiple ethnic groups,1,Female,216
E09000023,Lewisham,35,Aged 35 years,3,Mixed or Multiple ethnic groups,2,Male,130
E09000023,Lewisham,35,Aged 35 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1089
E09000023,Lewisham,35,Aged 35 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1258
E09000023,Lewisham,35,Aged 35 years,5,White: Irish,1,Female,55
E09000023,Lewisham,35,Aged 35 years,5,White: Irish,2,Male,61
E09000023,Lewisham,35,Aged 35 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,747
E09000023,Lewisham,35,Aged 35 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,498
E09000023,Lewisham,35,Aged 35 years,7,Other ethnic group,1,Female,163
E09000023,Lewisham,35,Aged 35 years,7,Other ethnic group,2,Male,114
E09000023,Lewisham,36,Aged 36 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,36,Aged 36 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,36,Aged 36 years,1,"Asian, Asian British or Asian Welsh",1,Female,338
E09000023,Lewisham,36,Aged 36 years,1,"Asian, Asian British or Asian Welsh",2,Male,255
E09000023,Lewisham,36,Aged 36 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,602
E09000023,Lewisham,36,Aged 36 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,353
E09000023,Lewisham,36,Aged 36 years,3,Mixed or Multiple ethnic groups,1,Female,180
E09000023,Lewisham,36,Aged 36 years,3,Mixed or Multiple ethnic groups,2,Male,157
E09000023,Lewisham,36,Aged 36 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1001
E09000023,Lewisham,36,Aged 36 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1092
E09000023,Lewisham,36,Aged 36 years,5,White: Irish,1,Female,42
E09000023,Lewisham,36,Aged 36 years,5,White: Irish,2,Male,54
E09000023,Lewisham,36,Aged 36 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,678
E09000023,Lewisham,36,Aged 36 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,523
E09000023,Lewisham,36,Aged 36 years,7,Other ethnic group,1,Female,125
E09000023,Lewisham,36,Aged 36 years,7,Other ethnic group,2,Male,119
E09000023,Lewisham,37,Aged 37 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,37,Aged 37 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,37,Aged 37 years,1,"Asian, Asian British or Asian Welsh",1,Female,314
E09000023,Lewisham,37,Aged 37 years,1,"Asian, Asian British or Asian Welsh",2,Male,293
E09000023,Lewisham,37,Aged 37 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,543
E09000023,Lewisham,37,Aged 37 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,423
E09000023,Lewisham,37,Aged 37 years,3,Mixed or Multiple ethnic groups,1,Female,184
E09000023,Lewisham,37,Aged 37 years,3,Mixed or Multiple ethnic groups,2,Male,107
E09000023,Lewisham,37,Aged 37 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,1000
E09000023,Lewisham,37,Aged 37 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1034
E09000023,Lewisham,37,Aged 37 years,5,White: Irish,1,Female,44
E09000023,Lewisham,37,Aged 37 years,5,White: Irish,2,Male,55
E09000023,Lewisham,37,Aged 37 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,618
E09000023,Lewisham,37,Aged 37 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,527
E09000023,Lewisham,37,Aged 37 years,7,Other ethnic group,1,Female,146
E09000023,Lewisham,37,Aged 37 years,7,Other ethnic group,2,Male,126
E09000023,Lewisham,38,Aged 38 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,38,Aged 38 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,38,Aged 38 years,1,"Asian, Asian British or Asian Welsh",1,Female,323
E09000023,Lewisham,38,Aged 38 years,1,"Asian, Asian British or Asian Welsh",2,Male,209
E09000023,Lewisham,38,Aged 38 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,638
E09000023,Lewisham,38,Aged 38 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,353
E09000023,Lewisham,38,Aged 38 years,3,Mixed or Multiple ethnic groups,1,Female,179
E09000023,Lewisham,38,Aged 38 years,3,Mixed or Multiple ethnic groups,2,Male,121
E09000023,Lewisham,38,Aged 38 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,869
E09000023,Lewisham,38,Aged 38 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1137
E09000023,Lewisham,38,Aged 38 years,5,White: Irish,1,Female,46
E09000023,Lewisham,38,Aged 38 years,5,White: Irish,2,Male,57
E09000023,Lewisham,38,Aged 38 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,562
E09000023,Lewisham,38,Aged 38 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,501
E09000023,Lewisham,38,Aged 38 years,7,Other ethnic group,1,Female,136
E09000023,Lewisham,38,Aged 38 years,7,Other ethnic group,2,Male,121
E09000023,Lewisham,39,Aged 39 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,39,Aged 39 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,39,Aged 39 years,1,"Asian, Asian British or Asian Welsh",1,Female,344
E09000023,Lewisham,39,Aged 39 years,1,"Asian, Asian British or Asian Welsh",2,Male,298
E09000023,Lewisham,39,Aged 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,590
E09000023,Lewisham,39,Aged 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,450
E09000023,Lewisham,39,Aged 39 years,3,Mixed or Multiple ethnic groups,1,Female,153
E09000023,Lewisham,39,Aged 39 years,3,Mixed or Multiple ethnic groups,2,Male,114
E09000023,Lewisham,39,Aged 39 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,807
E09000023,Lewisham,39,Aged 39 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,1001
E09000023,Lewisham,39,Aged 39 years,5,White: Irish,1,Female,49
E09000023,Lewisham,39,Aged 39 years,5,White: Irish,2,Male,73
E09000023,Lewisham,39,Aged 39 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,579
E09000023,Lewisham,39,Aged 39 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,478
E09000023,Lewisham,39,Aged 39 years,7,Other ethnic group,1,Female,157
E09000023,Lewisham,39,Aged 39 years,7,Other ethnic group,2,Male,117
E09000023,Lewisham,40,Aged 40 years,-8,Does not apply,1,Female,0
E09000023,Lewisham,40,Aged 40 years,-8,Does not apply,2,Male,0
E09000023,Lewisham,40,Aged 40 years,1,"Asian, Asian British or Asian Welsh",1,Female,314
E09000023,Lewisham,40,Aged 40 years,1,"Asian, Asian British or Asian Welsh",2,Male,240
E09000023,Lewisham,40,Aged 40 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,662
E09000023,Lewisham,40,Aged 40 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,453
E09000023,Lewisham,40,Aged 40 years,3,Mixed or Multiple ethnic groups,1,Female,160
E09000023,Lewisham,40,Aged 40 years,3,Mixed or Multiple ethnic groups,2,Male,121
E09000023,Lewisham,40,Aged 40 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,877
E09000023,Lewisham,40,Aged 40 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,917
E09000023,Lewisham,40,Aged 40 years,5,White: Irish,1,Female,39
E09000023,Lewisham,40,Aged 40 years,5,White: Irish,2,Male,42
