Upper tier local authorities Code,Upper tier local authorities,Age (86 categories) Code,Age (86 categories),Ethnic group (8 categories) Code,Ethnic group (8 categories),Sex (2 categories) Code,Sex (2 categories),Observation
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,152
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,3,Mixed or Multiple ethnic groups,1,Female,18
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,3,Mixed or Multiple ethnic groups,2,Male,12
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,763
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,432
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,5,White: Irish,1,Female,140
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,5,White: Irish,2,Male,48
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,143
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,72
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,7,Other ethnic group,1,Female,42
E09000013,Hammersmith and Fulham,85,Aged 85 years and over,7,Other ethnic group,2,Male,42
E09000014,Haringey,0,Aged under 1 year,-8,Does not apply,1,Female,0
E09000014,Haringey,0,Aged under 1 year,-8,Does not apply,2,Male,0
E09000014,Haringey,0,Aged under 1 year,1,"Asian, Asian British or Asian Welsh",1,Female,83
E09000014,Haringey,0,Aged under 1 year,1,"Asian, Asian British or Asian Welsh",2,Male,98
E09000014,Haringey,0,Aged under 1 year,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,242
E09000014,Haringey,0,Aged under 1 year,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,230
E09000014,Haringey,0,Aged under 1 year,3,Mixed or Multiple ethnic groups,1,Female,297
E09000014,Haringey,0,Aged under 1 year,3,Mixed or Multiple ethnic groups,2,Male,216
E09000014,Haringey,0,Aged under 1 year,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,557
E09000014,Haringey,0,Aged under 1 year,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,567
E09000014,Haringey,0,Aged under 1 year,5,White: Irish,1,Female,12
E09000014,Haringey,0,Aged under 1 year,5,White: Irish,2,Male,9
E09000014,Haringey,0,Aged under 1 year,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,222
E09000014,Haringey,0,Aged under 1 year,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,265
E09000014,Haringey,0,Aged under 1 year,7,Other ethnic group,1,Female,101
E09000014,Haringey,0,Aged under 1 year,7,Other ethnic group,2,Male,132
E09000014,Haringey,1,Aged 1 year,-8,Does not apply,1,Female,0
E09000014,Haringey,1,Aged 1 year,-8,Does not apply,2,Male,0
E09000014,Haringey,1,Aged 1 year,1,"Asian, Asian British or Asian Welsh",1,Female,110
E09000014,Haringey,1,Aged 1 year,1,"Asian, Asian British or Asian Welsh",2,Male,146
E09000014,Haringey,1,Aged 1 year,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,230
E09000014,Haringey,1,Aged 1 year,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,244
E09000014,Haringey,1,Aged 1 year,3,Mixed or Multiple ethnic groups,1,Female,211
E09000014,Haringey,1,Aged 1 year,3,Mixed or Multiple ethnic groups,2,Male,232
E09000014,Haringey,1,Aged 1 year,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,504
E09000014,Haringey,1,Aged 1 year,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,624
E09000014,Haringey,1,Aged 1 year,5,White: Irish,1,Female,12
E09000014,Haringey,1,Aged 1 year,5,White: Irish,2,Male,10
E09000014,Haringey,1,Aged 1 year,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,265
E09000014,Haringey,1,Aged 1 year,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,275
E09000014,Haringey,1,Aged 1 year,7,Other ethnic group,1,Female,104
E09000014,Haringey,1,Aged 1 year,7,Other ethnic group,2,Male,127
E09000014,Haringey,2,Aged 2 years,-8,Does not apply,1,Female,0
E09000014,Haringey,2,Aged 2 years,-8,Does not apply,2,Male,0
E09000014,Haringey,2,Aged 2 years,1,"Asian, Asian British or Asian Welsh",1,Female,94
E09000014,Haringey,2,Aged 2 years,1,"Asian, Asian British or Asian Welsh",2,Male,128
E09000014,Haringey,2,Aged 2 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,265
E09000014,Haringey,2,Aged 2 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,217
E09000014,Haringey,2,Aged 2 years,3,Mixed or Multiple ethnic groups,1,Female,196
E09000014,Haringey,2,Aged 2 years,3,Mixed or Multiple ethnic groups,2,Male,242
E09000014,Haringey,2,Aged 2 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,501
E09000014,Haringey,2,Aged 2 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,546
E09000014,Haringey,2,Aged 2 years,5,White: Irish,1,Female,18
E09000014,Haringey,2,Aged 2 years,5,White: Irish,2,Male,13
E09000014,Haringey,2,Aged 2 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,282
E09000014,Haringey,2,Aged 2 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,245
E09000014,Haringey,2,Aged 2 years,7,Other ethnic group,1,Female,123
E09000014,Haringey,2,Aged 2 years,7,Other ethnic group,2,Male,116
E09000014,Haringey,3,Aged 3 years,-8,Does not apply,1,Female,0
E09000014,Haringey,3,Aged 3 years,-8,Does not apply,2,Male,0
E09000014,Haringey,3,Aged 3 years,1,"Asian, Asian British or Asian Welsh",1,Female,94
E09000014,Haringey,3,Aged 3 years,1,"Asian, Asian British or Asian Welsh",2,Male,109
E09000014,Haringey,3,Aged 3 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,236
E09000014,Haringey,3,Aged 3 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,228
E09000014,Haringey,3,Aged 3 years,3,Mixed or Multiple ethnic groups,1,Female,213
E09000014,Haringey,3,Aged 3 years,3,Mixed or Multiple ethnic groups,2,Male,225
E09000014,Haringey,3,Aged 3 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,529
E09000014,Haringey,3,Aged 3 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,519
E09000014,Haringey,3,Aged 3 years,5,White: Irish,1,Female,5
E09000014,Haringey,3,Aged 3 years,5,White: Irish,2,Male,6
E09000014,Haringey,3,Aged 3 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,258
E09000014,Haringey,3,Aged 3 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,243
E09000014,Haringey,3,Aged 3 years,7,Other ethnic group,1,Female,119
E09000014,Haringey,3,Aged 3 years,7,Other ethnic group,2,Male,114
E09000014,Haringey,4,Aged 4 years,-8,Does not apply,1,Female,0
E09000014,Haringey,4,Aged 4 years,-8,Does not apply,2,Male,0
E09000014,Haringey,4,Aged 4 years,1,"Asian, Asian British or Asian Welsh",1,Female,81
E09000014,Haringey,4,Aged 4 years,1,"Asian, Asian British or Asian Welsh",2,Male,112
E09000014,Haringey,4,Aged 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,278
E09000014,Haringey,4,Aged 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,257
E09000014,Haringey,4,Aged 4 years,3,Mixed or Multiple ethnic groups,1,Female,206
E09000014,Haringey,4,Aged 4 years,3,Mixed or Multiple ethnic groups,2,Male,263
E09000014,Haringey,4,Aged 4 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,490
E09000014,Haringey,4,Aged 4 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,505
E09000014,Haringey,4,Aged 4 years,5,White: Irish,1,Female,11
E09000014,Haringey,4,Aged 4 years,5,White: Irish,2,Male,9
E09000014,Haringey,4,Aged 4 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,239
E09000014,Haringey,4,Aged 4 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,243
E09000014,Haringey,4,Aged 4 years,7,Other ethnic group,1,Female,126
E09000014,Haringey,4,Aged 4 years,7,Other ethnic group,2,Male,103
E09000014,Haringey,5,Aged 5 years,-8,Does not apply,1,Female,0
E09000014,Haringey,5,Aged 5 years,-8,Does not apply,2,Male,0
E09000014,Haringey,5,Aged 5 years,1,"Asian, Asian British or Asian Welsh",1,Female,104
E09000014,Haringey,5,Aged 5 years,1,"Asian, Asian British or Asian Welsh",2,Male,96
E09000014,Haringey,5,Aged 5 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,303
E09000014,Haringey,5,Aged 5 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,294
E09000014,Haringey,5,Aged 5 years,3,Mixed or Multiple ethnic groups,1,Female,212
E09000014,Haringey,5,Aged 5 years,3,Mixed or Multiple ethnic groups,2,Male,232
E09000014,Haringey,5,Aged 5 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,521
E09000014,Haringey,5,Aged 5 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,496
E09000014,Haringey,5,Aged 5 years,5,White: Irish,1,Female,9
E09000014,Haringey,5,Aged 5 years,5,White: Irish,2,Male,13
E09000014,Haringey,5,Aged 5 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,266
E09000014,Haringey,5,Aged 5 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,273
E09000014,Haringey,5,Aged 5 years,7,Other ethnic group,1,Female,132
E09000014,Haringey,5,Aged 5 years,7,Other ethnic group,2,Male,129
E09000014,Haringey,6,Aged 6 years,-8,Does not apply,1,Female,0
E09000014,Haringey,6,Aged 6 years,-8,Does not apply,2,Male,0
E09000014,Haringey,6,Aged 6 years,1,"Asian, Asian British or Asian Welsh",1,Female,106
E09000014,Haringey,6,Aged 6 years,1,"Asian, Asian British or Asian Welsh",2,Male,126
E09000014,Haringey,6,Aged 6 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,219
E09000014,Haringey,6,Aged 6 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,287
E09000014,Haringey,6,Aged 6 years,3,Mixed or Multiple ethnic groups,1,Female,225
E09000014,Haringey,6,Aged 6 years,3,Mixed or Multiple ethnic groups,2,Male,199
E09000014,Haringey,6,Aged 6 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,438
E09000014,Haringey,6,Aged 6 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,478
E09000014,Haringey,6,Aged 6 years,5,White: Irish,1,Female,9
E09000014,Haringey,6,Aged 6 years,5,White: Irish,2,Male,10
E09000014,Haringey,6,Aged 6 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,232
E09000014,Haringey,6,Aged 6 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,245
E09000014,Haringey,6,Aged 6 years,7,Other ethnic group,1,Female,104
E09000014,Haringey,6,Aged 6 years,7,Other ethnic group,2,Male,150
E09000014,Haringey,7,Aged 7 years,-8,Does not apply,1,Female,0
E09000014,Haringey,7,Aged 7 years,-8,Does not apply,2,Male,0
E09000014,Haringey,7,Aged 7 years,1,"Asian, Asian British or Asian Welsh",1,Female,119
E09000014,Haringey,7,Aged 7 years,1,"Asian, Asian British or Asian Welsh",2,Male,111
E09000014,Haringey,7,Aged 7 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,288
E09000014,Haringey,7,Aged 7 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,279
E09000014,Haringey,7,Aged 7 years,3,Mixed or Multiple ethnic groups,1,Female,209
E09000014,Haringey,7,Aged 7 years,3,Mixed or Multiple ethnic groups,2,Male,204
E09000014,Haringey,7,Aged 7 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,392
E09000014,Haringey,7,Aged 7 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,479
E09000014,Haringey,7,Aged 7 years,5,White: Irish,1,Female,5
E09000014,Haringey,7,Aged 7 years,5,White: Irish,2,Male,9
E09000014,Haringey,7,Aged 7 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,265
E09000014,Haringey,7,Aged 7 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,230
E09000014,Haringey,7,Aged 7 years,7,Other ethnic group,1,Female,135
E09000014,Haringey,7,Aged 7 years,7,Other ethnic group,2,Male,155
E09000014,Haringey,8,Aged 8 years,-8,Does not apply,1,Female,0
E09000014,Haringey,8,Aged 8 years,-8,Does not apply,2,Male,0
E09000014,Haringey,8,Aged 8 years,1,"Asian, Asian British or Asian Welsh",1,Female,110
E09000014,Haringey,8,Aged 8 years,1,"Asian, Asian British or Asian Welsh",2,Male,116
E09000014,Haringey,8,Aged 8 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,302
E09000014,Haringey,8,Aged 8 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,267
E09000014,Haringey,8,Aged 8 years,3,Mixed or Multiple ethnic groups,1,Female,185
E09000014,Haringey,8,Aged 8 years,3,Mixed or Multiple ethnic groups,2,Male,218
E09000014,Haringey,8,Aged 8 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,480
E09000014,Haringey,8,Aged 8 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,506
E09000014,Haringey,8,Aged 8 years,5,White: Irish,1,Female,5
E09000014,Haringey,8,Aged 8 years,5,White: Irish,2,Male,6
E09000014,Haringey,8,Aged 8 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,215
E09000014,Haringey,8,Aged 8 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,233
E09000014,Haringey,8,Aged 8 years,7,Other ethnic group,1,Female,140
E09000014,Haringey,8,Aged 8 years,7,Other ethnic group,2,Male,158
E09000014,Haringey,9,Aged 9 years,-8,Does not apply,1,Female,0
E09000014,Haringey,9,Aged 9 years,-8,Does not apply,2,Male,0
E09000014,Haringey,9,Aged 9 years,1,"Asian, Asian British or Asian Welsh",1,Female,113
E09000014,Haringey,9,Aged 9 years,1,"Asian, Asian British or Asian Welsh",2,Male,108
E09000014,Haringey,9,Aged 9 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,319
E09000014,Haringey,9,Aged 9 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,275
E09000014,Haringey,9,Aged 9 years,3,Mixed or Multiple ethnic groups,1,Female,194
E09000014,Haringey,9,Aged 9 years,3,Mixed or Multiple ethnic groups,2,Male,189
E09000014,Haringey,9,Aged 9 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,467
E09000014,Haringey,9,Aged 9 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,497
E09000014,Haringey,9,Aged 9 years,5,White: Irish,1,Female,7
E09000014,Haringey,9,Aged 9 years,5,White: Irish,2,Male,7
E09000014,Haringey,9,Aged 9 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,256
E09000014,Haringey,9,Aged 9 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,274
E09000014,Haringey,9,Aged 9 years,7,Other ethnic group,1,Female,147
E09000014,Haringey,9,Aged 9 years,7,Other ethnic group,2,Male,161
E09000014,Haringey,10,Aged 10 years,-8,Does not apply,1,Female,0
E09000014,Haringey,10,Aged 10 years,-8,Does not apply,2,Male,0
E09000014,Haringey,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",1,Female,100
E09000014,Haringey,10,Aged 10 years,1,"Asian, Asian British or Asian Welsh",2,Male,140
E09000014,Haringey,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,341
E09000014,Haringey,10,Aged 10 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,341
E09000014,Haringey,10,Aged 10 years,3,Mixed or Multiple ethnic groups,1,Female,180
E09000014,Haringey,10,Aged 10 years,3,Mixed or Multiple ethnic groups,2,Male,170
E09000014,Haringey,10,Aged 10 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,429
E09000014,Haringey,10,Aged 10 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,519
E09000014,Haringey,10,Aged 10 years,5,White: Irish,1,Female,10
E09000014,Haringey,10,Aged 10 years,5,White: Irish,2,Male,9
E09000014,Haringey,10,Aged 10 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,257
E09000014,Haringey,10,Aged 10 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,298
E09000014,Haringey,10,Aged 10 years,7,Other ethnic group,1,Female,187
E09000014,Haringey,10,Aged 10 years,7,Other ethnic group,2,Male,174
E09000014,Haringey,11,Aged 11 years,-8,Does not apply,1,Female,0
E09000014,Haringey,11,Aged 11 years,-8,Does not apply,2,Male,0
E09000014,Haringey,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",1,Female,116
E09000014,Haringey,11,Aged 11 years,1,"Asian, Asian British or Asian Welsh",2,Male,136
E09000014,Haringey,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,343
E09000014,Haringey,11,Aged 11 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,266
E09000014,Haringey,11,Aged 11 years,3,Mixed or Multiple ethnic groups,1,Female,175
E09000014,Haringey,11,Aged 11 years,3,Mixed or Multiple ethnic groups,2,Male,186
E09000014,Haringey,11,Aged 11 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,461
E09000014,Haringey,11,Aged 11 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,503
E09000014,Haringey,11,Aged 11 years,5,White: Irish,1,Female,10
E09000014,Haringey,11,Aged 11 years,5,White: Irish,2,Male,7
E09000014,Haringey,11,Aged 11 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,Female,242
E09000014,Haringey,11,Aged 11 years,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,Male,294
E09000014,Haringey,11,Aged 11 years,7,Other ethnic group,1,Female,174
E09000014,Haringey,11,Aged 11 years,7,Other ethnic group,2,Male,156
E09000014,Haringey,12,Aged 12 years,-8,Does not apply,1,Female,0
E09000014,Haringey,12,Aged 12 years,-8,Does not apply,2,Male,0
E09000014,Haringey,12,Aged 12 years,1,"Asian, Asian British or Asian Welsh",1,Female,131
E09000014,Haringey,12,Aged 12 years,1,"Asian, Asian British or Asian Welsh",2,Male,118
E09000014,Haringey,12,Aged 12 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Female,352
E09000014,Haringey,12,Aged 12 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Male,360
E09000014,Haringey,12,Aged 12 years,3,Mixed or Multiple ethnic groups,1,Female,189
E09000014,Haringey,12,Aged 12 years,3,Mixed or Multiple ethnic groups,2,Male,170
E09000014,Haringey,12,Aged 12 years,4,"White: English, Welsh, Scottish, Northern Irish or British",1,Female,455
E09000014,Haringey,12,Aged 12 years,4,"White: English, Welsh, Scottish, Northern Irish or British",2,Male,469
